county_name,geoid20,geoid,enviroscreen_score_percentile,pollution_and_climate_burden_score_percentile,pollution_and_climate_burden_scale_value,health_and_social_factors_score_percentile,health_and_social_factors_scale_value,environmental_exposures_score_percentile,environmental_effects_score_percentile,climate_vulnerability_score_percentile,sensitive_populations_score_percentile,demographics_score_percentile,ozone_percentile,fine_particle_pollution_percentile,lead_exposure_risk_percentile,diesel_particulate_matter_(pm)_percentile,traffic_proximity_&_volume_percentile,air_toxics_emissions_percentile,other_air_pollutants_percentile,drinking_water_regulations_percentile,noise_percentile,wastewater_discharge_indicator_percentile,proximity_to_national_priorities_list_sites_percentile,proximity_to_risk_management_plan_sites_percentile,proximity_to_hazardous_waste_facilities_percentile,proximity_to_oil_and_gas_percentile,proximity_to_mining_locations_percentile,impaired_streams_and_rivers_percentile,wildfire_risk_percentile,floodplains_percentile,drought_percentile,extreme_heat_days_percentile,population_under_5_percentile,population_over_64_percentile,heart_disease_in_adults_percentile,asthma_hospitalization_rate_percentile,life_expectancy_percentile,low_birth_weight_percentile,cancer_prevalence_percentile,diabetes_prevalence_percentile,mental_health_indicator_percentile,percent_people_of_color_percentile,percent_less_than_high_school_education_percentile,percent_low_income_percentile,percent_linguistic_isolation_percentile,percent_disability_percentile,housing_cost_burdened_percentile,area,justice40,disproportionately_impacted_community,total_population
Garfield County,08045951804,8045951804,25.38,5.2,3.86,49.24,4.66,23.46,14.89,3.36,44.28,53.88,89.11,3.2,49.64,14.73,40.59,91.35,86.47,57.97,10.49,42.81,27.14,9.21,15.21,80.54,87.35,31.68,86.07,51.88,92.87,0.56,66.53,60.29,85.32,12,5.77,70.54,54.67,35.75,49.44,62.69,78.06,52.75,79.51,8.89,55.55,Census Tract,NA,NA,4533
Garfield County,08045951901,8045951901,44.44,8.25,4.1,69.98,5.89,15.21,12.89,39.07,77.26,62.77,64.29,4.48,61.09,8.21,16.69,97.84,92.15,57.97,5.2,38.73,5.68,11.45,14.33,98.96,91.03,82.11,93.84,61.09,92.87,6.24,94.48,58.21,69.27,19.65,73.12,39.92,46.78,70.13,53.22,27.54,56.04,69.5,82.91,28.84,85.67,Census Tract,NA,NA,4936
Garfield County,08045951902,8045951902,14.09,2.8,3.51,40.83,4.14,17.05,9.61,3.68,37.15,44.68,69.18,5.36,52.36,8.29,38.63,95.12,88.31,57.97,3.44,50.26,5.6,10.65,16.57,95.84,81.91,33.73,93.67,51.64,92.87,0.8,66.13,20.9,55.81,23.51,16.09,64.69,29.23,57.57,27.94,49.56,60.85,43.69,81.78,32.39,10.93,Census Tract,NA,NA,7182
Garfield County,08045952001,8045952001,40.19,9.69,4.2,62.45,5.41,13.77,18.9,41.95,39.47,73.66,40.03,6.24,40.67,9.34,28.48,44.44,78.38,57.97,8.33,36.57,4.96,55.64,12.01,89.35,87.67,71.77,92.95,51.64,92.87,8.01,24.5,20.66,89.68,11.84,48.65,46.53,18.44,89.86,56.44,80.78,93.84,67.88,95.71,25.69,43.32,Census Tract,NA,NA,5347
Garfield County,08045952002,8045952002,50.12,16.17,4.67,66.37,5.68,15.69,36.91,48.36,74.54,59.89,36.59,6.97,67.09,6.28,32.16,99.84,97.92,57.97,3.6,84.75,5.12,79.42,11.53,99.6,96.32,98.6,94.4,51.64,92.87,9.61,57.97,37.23,52.82,37.52,90.23,40.08,43.72,76.89,56.44,69.18,72.38,58.01,85.99,30.69,22.02,Census Tract,NA,NA,8604
Garfield County,08045952100,8045952100,23.54,16.09,4.67,34.83,3.78,12.41,15.93,81.02,24.1,44.6,57.97,11.77,48.36,5.64,17.18,99.92,99.12,57.97,1.84,42.98,3.76,39.15,9.05,100,95.36,81.25,96.88,51.64,92.87,31.14,81.75,62.61,66.37,18.84,0.19,54.14,65.62,57.57,57.89,62.37,77.1,59.79,35.47,63.97,5.83,Census Tract,NA,NA,6814
Gilpin County,08047013800,8047013800,15.53,9.29,4.19,30.98,3.59,1.2,29.7,81.75,37.07,28.74,99.68,12.81,68.61,11.76,0.08,44.44,72.14,2.64,12.65,60.49,81.51,8.73,15.05,80.54,93.43,44.83,93.27,51.64,32.59,94.72,11.37,69.74,20.65,20.69,24.84,97.66,63.61,34.22,49.44,22.42,17.85,28.72,25.51,43.54,51.66,Census Tract,NA,NA,6018
Grand County,08049000100,8049000100,36.19,20.74,4.95,43.88,4.31,14.33,12.49,89.83,40.11,46.76,94.4,7.13,71.82,5.31,15.63,78.38,93.76,71.82,2.56,48.09,29.54,3.28,9.53,80.54,98.24,71.23,60.53,51.64,79.98,97.12,23.7,66.61,7.66,8.86,52.93,67.78,52.98,84.62,69,25.62,58.13,62.78,26.64,41.11,49.23,Census Tract,NA,NA,3432
Grand County,08049000201,8049000201,10.49,30.34,5.39,11.61,2.42,17.29,18.73,93.84,42.51,1.6,99.2,8.65,57.17,7.41,18.49,44.44,71.02,71.82,7.13,97.4,36.19,2.8,9.21,80.54,95.6,93.75,78.7,51.64,79.98,98.56,46.36,83.43,7.66,8.45,42.51,98.08,80.27,29.31,56.44,2.64,37.31,21.93,24.7,0.48,3.08,Census Tract,NA,NA,5225
Grand County,08049000202,8049000202,19.7,34.83,5.57,19.86,2.95,20.74,16.25,95.28,7.69,35.87,99.52,7.05,36.27,8.62,26.35,74.62,76.06,71.82,9.21,60.92,37.07,3.36,10.65,80.54,93.19,74.14,84.87,56.12,79.98,98.4,10.17,41.07,2.58,1.45,25.95,65.52,41.87,62.96,43.16,22.82,48.04,63.27,40.49,7.11,84.45,Census Tract,NA,NA,6646
Gunnison County,08051963600,8051963600,15.93,8.73,4.13,32.03,3.65,2.08,6.41,91.91,26.58,38.43,86.47,0.56,60.37,3.14,8.59,44.44,86.95,78.22,2.16,95.84,35.15,1.6,4.16,83.03,98.24,30.06,56.53,54.6,91.99,94.72,33.07,83.27,10,5.31,29.77,46.03,68.84,29.31,49.44,10.81,42.35,49.51,51.9,51.7,36.11,Census Tract,NA,NA,4437
Gunnison County,08051963700,8051963700,17.13,19.62,4.89,23.54,3.16,22.82,3.44,85.91,10.89,38.83,84.23,1.68,67.73,12.88,30.77,73.42,79.9,78.22,20.18,36.05,34.91,1.28,4.72,80.54,81.91,41.92,23.46,89.67,91.99,94.72,10.25,40.19,1.53,12.56,56.93,90.79,12.96,88.49,17.07,23.22,14.17,87.22,35.87,28.19,78.54,Census Tract,NA,NA,6622
Gunnison County,08051963800,8051963800,1.92,11.93,4.37,3.36,1.77,3.76,11.53,91.03,7.21,7.61,94.56,0.72,43.07,1.77,NA,44.44,75.5,78.22,5.28,75.22,66.29,4,4.48,80.54,85.99,34.16,54.52,51.64,91.99,97.6,55.32,20.02,3.31,1.77,29.77,64.69,27.05,41.63,15.94,5.76,10.01,55.58,24.7,2.83,30.36,Census Tract,NA,NA,4710
Gunnison County,08051963900,8051963900,18.57,7.05,4.03,38.59,4,2.64,15.45,78.62,25.38,48.76,87.83,1.84,64.29,0.97,5.24,95.44,94.24,78.22,1.6,30.59,37.23,4.72,8.97,93.76,94.32,94.29,87.03,52.84,91.99,31.14,6.97,96.4,23.71,3.95,NA,NA,84.22,47.1,78.18,25.46,55,49.6,24.7,87.4,42.19,Census Tract,NA,NA,1033
Hinsdale County,08053973100,8053973100,8.41,7.13,4.04,20.58,2.99,0.24,6.89,98,8.25,36.11,97.52,2.72,63.09,0.16,NA,44.44,22.5,2.64,5.44,17.76,37.79,2.08,6.57,80.54,93.19,93.86,91.27,51.64,96.4,99.2,31.55,89.59,0.81,1.37,29.77,NA,86.55,35.75,69,10.09,53.72,60.52,24.7,97.74,22.35,Census Tract,NA,NA,857
Huerfano County,08055960600,8055960600,44.28,9.13,4.18,67.25,5.75,23.22,1.36,55.08,46.28,77.58,42.59,6.08,92.39,14.41,29.46,44.44,67.09,98.24,12.89,5.89,10.49,1.84,7.61,80.54,81.91,57.54,71.82,51.64,91.59,15.69,15.29,96.56,4.6,71.1,NA,23.51,84.22,52.58,99.03,82.87,75.26,94.98,24.7,99.43,54.17,Census Tract,TRUE,NA,3162
Huerfano County,08055960900,8055960900,18.9,3.44,3.59,47,4.51,7.21,1.04,68.29,41.15,51.4,54.76,4.64,66.05,4.83,3.44,89.83,86.71,98.24,4,2.25,8.81,1.2,6.65,92.47,99.92,85.24,92.63,51.64,91.59,19.78,26.82,98.64,7.66,8.7,29.77,85.77,98.23,30.76,95.57,53.56,37.95,63.83,24.7,86.03,28.99,Census Tract,NA,NA,3517
Jackson County,08057955600,8057955600,2.96,1.84,3.15,16.97,2.77,3.6,4,33.55,19.7,20.5,96.88,7.29,73.74,2.74,NA,95.04,96.08,2.64,2.08,NA,4.88,16.41,4.4,97.28,97.84,36.85,58.05,51.64,62.61,14.81,12.09,95.2,0.24,8.53,62.79,97.82,86.55,62.96,81.64,32.99,78.46,65.78,74.25,28.59,0.49,Census Tract,NA,NA,1261
Jefferson County,08059009806,8059009806,30.58,94.4,8.1,11.69,2.42,89.35,82.31,78.38,24.26,9.77,76.22,51.96,60.45,60.71,91.41,77.5,60.37,30.26,62.05,68.2,52.04,85.03,90.15,80.54,72.94,42.35,62.77,70.22,49.08,60.53,88.23,81.1,90.81,22.06,6.79,13.81,96.7,2.58,43.16,4.48,14.73,8.82,38.46,66.8,7.21,Census Tract,NA,NA,3867
Jefferson County,08059009807,8059009807,66.69,79.5,7.12,51.24,4.78,87.03,50.04,57.09,61.17,46.36,73.18,52.04,71.9,72.79,96.32,59.25,38.35,30.26,71.82,16.29,55,86.23,91.51,80.54,72.94,23.06,24.74,51.64,49.08,92.87,24.34,90.31,91.94,47.91,73.12,15.65,94.36,14.98,53.22,28.34,37.87,29.77,41.94,65.83,55.22,Census Tract,NA,NA,1737
Jefferson County,08059009808,8059009808,56.29,86.95,7.55,36.35,3.86,55.08,86.79,89.03,53.24,26.98,97.6,36.59,63.17,20.85,55.56,87.75,94.72,30.26,13.45,59.88,53.08,79.66,52.68,83.11,94.4,94.18,97.28,55.96,49.08,88.79,32.27,61.65,60,38.08,42.51,35.23,65.62,25.12,34.54,7.21,20.98,42.64,48.83,30.45,52.39,Census Tract,NA,NA,6024
Jefferson County,08059009815,8059009815,10.97,58.05,6.34,6.97,2.08,35.55,63.89,76.22,18.17,5.76,64.77,61.33,32.35,40.1,26.68,44.44,22.5,30.26,54.68,42.63,75.42,49.08,36.67,80.54,72.94,65.95,79.18,51.64,49.08,60.53,34.19,42.83,69.27,29.55,9.21,7.2,65.62,16.1,23.59,5.6,7.77,4.94,49.88,22.62,11.9,Census Tract,NA,NA,5395
Jefferson County,08059009823,8059009823,33.87,22.9,5.05,39.87,4.07,39.71,16.97,33.15,55.96,31.14,64.93,64.37,15.53,42.35,19.23,82.71,41.63,30.26,56.45,1.47,79.26,34.11,64.53,80.54,72.94,NA,17.85,51.64,49.08,60.53,87.75,65.33,48.55,60.39,50.42,23.51,35.51,41.63,15.94,29.86,37.55,23.62,24.7,57.51,23.48,Census Tract,NA,NA,4829
Jefferson County,08059009824,8059009824,43.15,56.69,6.3,34.67,3.76,59.25,18.49,85.27,29.62,39.07,58.29,67.81,18.98,54.19,36.25,93.76,44.84,30.26,64.69,1.82,74.7,40.91,82.39,80.54,72.94,23.06,57.17,82.15,49.08,76.86,47.72,18.33,27.74,69,21.77,56.99,24.72,45.41,14.01,37.87,44.2,26.94,26.72,59.29,32.79,Census Tract,NA,NA,4750
Jefferson County,08059009827,8059009827,63.01,61.73,6.45,55.64,5,68.37,22.82,76.06,35.47,66.29,43.63,76.46,38.59,72.54,87.48,44.44,30.5,30.26,72.78,2.34,67.65,72.22,70.94,80.54,72.94,23.06,54.36,87.83,49.08,51.72,27.3,36.51,42.82,40.98,32.19,37.57,29.23,52.58,23.59,44.6,48.84,61.65,67.45,45.4,72.87,Census Tract,NA,NA,6218
Jefferson County,08059009828,8059009828,41.87,46.84,6.02,36.27,3.86,51.8,21.78,76.94,40.03,34.35,51,70.62,31.31,56.12,52.29,44.44,22.98,30.26,71.1,2.43,68.29,61.25,69.26,80.54,72.94,23.06,66.53,90.23,49.08,41.95,7.21,78.54,71.77,65.78,36.19,21.42,80.27,20.69,34.54,48.28,25.7,11.81,56.76,47.82,33.85,Census Tract,NA,NA,5802
Jefferson County,08059009829,8059009829,16.97,26.74,5.23,19.94,2.95,25.78,23.3,69.26,28.66,18.98,63.09,63.81,8.65,52.42,24.96,44.44,22.98,30.26,46.52,2.69,72.86,48.84,70.06,80.54,72.94,29.42,68.29,65.25,49.08,41.95,85.83,19.54,39.68,17.71,NA,81.76,31.16,26.49,11.19,20.82,41.79,20.23,51.98,38.21,3.48,Census Tract,NA,NA,1841
Jefferson County,08059009830,8059009830,51.08,30.26,5.39,55.56,5,56.2,24.5,18.09,67.57,47.4,47.8,70.54,34.75,56.76,57.36,44.44,24.02,30.26,78.86,1.91,67.81,66.61,66.93,80.54,72.94,NA,14.25,51.64,49.08,41.95,36.67,63.25,48.55,31.56,54.79,77.66,67.47,41.63,37.28,31.14,42.03,45.71,42.27,57.43,36.52,Census Tract,NA,NA,2245
Jefferson County,08059009831,8059009831,40.99,39.95,5.75,38.43,3.99,73.82,27.14,10.17,3.2,71.82,41.07,77.26,39.79,75.28,89.77,44.44,36.91,30.26,86.47,1.56,69.34,97.76,68.05,80.54,72.94,NA,7.77,51.64,49.08,41.95,40.19,4.88,7.66,48.15,NA,62.18,1.53,77.86,0.89,65.57,77.34,67.8,31.9,53.15,81.21,Census Tract,NA,NA,2624
Jefferson County,08059009832,8059009832,65.17,69.98,6.73,55.16,4.98,73.26,85.91,10.17,85.35,32.59,35.55,80.3,34.03,87.92,74.3,68.05,32.11,30.26,84.23,NA,77.98,69.66,56.04,80.54,72.94,NA,7.77,51.64,49.08,41.95,64.21,56.04,52.82,59.58,60.84,79.16,56.68,52.58,49.44,58.85,50.2,39.89,34.25,36.59,6.96,Census Tract,NA,NA,2653
Jefferson County,08059009833,8059009833,48.68,29.62,5.36,51.72,4.81,45.4,19.7,45.32,55.88,51,40.59,76.14,8.65,71.01,44.93,55.08,39.47,30.26,80.94,0.87,74.3,79.5,71.18,80.54,72.94,NA,37.31,51.64,49.08,41.95,59.41,68.94,69.27,45.17,22.6,23.01,58.94,37.2,31.88,31.95,50.84,43.45,37.25,51.86,56.52,Census Tract,NA,NA,5506
Jefferson County,08059009834,8059009834,41.15,20.9,4.95,48.76,4.64,40.11,19.38,18.57,58.85,44.84,45.88,71.34,8.65,57.73,58.67,44.44,31.95,30.26,78.62,1.04,68.69,66.13,75.26,80.54,72.94,NA,11.21,67.01,49.08,41.95,26.5,67.57,55.81,56.6,18.98,71.88,67.47,37.2,34.54,48.12,26.18,32.77,45.67,51.37,40.24,Census Tract,NA,NA,4364
Jefferson County,08059009835,8059009835,21.22,18.01,4.8,29.3,3.5,32.11,15.53,31.39,63.81,11.29,51.88,68.05,8.65,53.86,30.44,44.44,31.95,30.26,70.7,1.39,68.13,52.92,59.65,80.54,72.94,23.06,24.34,51.64,49.08,41.95,53.56,84.31,83.79,44.12,15.07,70.38,85.51,16.1,47.34,10.73,15.53,13.27,29.55,52.5,5.26,Census Tract,NA,NA,3739
Jefferson County,08059009836,8059009836,33.55,66.93,6.62,22.34,3.09,44.12,60.77,83.83,34.51,18.25,69.34,57.65,43.88,40.18,31.91,44.44,22.5,30.26,60.29,87.18,74.14,70.78,30.18,80.54,72.94,23.06,75.66,73.42,49.08,60.53,39.63,68.86,77.5,22.71,34.88,6.53,80.27,17.47,41.38,15.05,36.67,7.77,24.7,64.3,15.47,Census Tract,NA,NA,4016
Jefferson County,08059009837,8059009837,25.22,73.58,6.85,14.73,2.62,38.83,74.78,87.19,45.64,3.12,87.91,47,34.19,28.9,10.97,88.47,88.39,30.26,28.1,84.49,79.82,75.42,38.35,86.63,82.63,29.2,89.83,76.46,49.08,60.53,56.29,59.57,69.27,29.87,36.19,49.79,74.56,7.57,26.33,12.81,10.33,0.97,24.7,23.02,7.13,Census Tract,NA,NA,6533
Jefferson County,08059009838,8059009838,8.89,83.83,7.33,2.8,1.69,52.12,89.67,81.18,14.41,2.16,82.23,49.8,24.74,42.67,19.56,85.67,68.29,30.26,49.64,94.28,73.1,95.68,59.49,80.54,72.94,57.54,61.25,80.22,49.08,60.53,77.9,59.09,69.27,9.42,1.3,43.51,78.42,6.04,23.59,17.61,32.83,0.81,52.71,6.3,1.13,Census Tract,NA,NA,4904
Jefferson County,08059009839,8059009839,19.94,80.14,7.15,10.09,2.31,56.69,86.31,72.46,33.79,2.48,73.26,54.36,8.65,48.95,45.58,85.99,74.3,30.26,67.09,95.15,71.98,86.39,47.8,80.54,72.94,57.54,39.47,87.03,49.08,60.53,46.12,44.28,60,26.17,NA,17.91,52.98,28.1,20.13,3.68,18.09,7.52,24.7,12.84,1.7,Census Tract,NA,NA,2379
Jefferson County,08059009840,8059009840,59.25,87.11,7.55,39.23,4.03,71.66,87.03,71.02,50.84,33.47,67.57,58.05,26.74,55.15,61.05,81.1,52.12,30.26,70.06,92.03,67.89,77.9,60.53,80.54,72.94,57.54,42.27,77.42,49.08,60.53,26.02,89.35,80.08,31.8,12.47,39.5,96.7,20.69,50.81,12.25,51.72,21.44,24.7,58.48,59.84,Census Tract,NA,NA,3664
Jefferson County,08059009841,8059009841,48.92,83.35,7.32,29.78,3.53,61.81,80.54,82.95,48.12,22.02,61.57,60.21,33.23,58.7,50.33,77.74,22.5,30.26,74.7,94.63,66.85,67.09,57.49,80.54,72.94,40.62,57.49,90.95,49.08,60.53,17.61,79.9,77.5,31.48,14.33,46.03,87.68,21.9,50.81,19.22,35.79,21.68,24.7,43.13,14.49,Census Tract,NA,NA,2202
Jefferson County,08059009842,8059009842,40.59,88.47,7.66,20.42,2.98,72.22,83.27,81.27,26.5,20.74,82.71,48.6,51.16,44.52,23.9,96.24,90.31,30.26,57.73,83.02,64.13,85.91,78.54,80.54,72.94,34.38,75.34,65.65,49.08,60.53,54.12,71.26,71.77,16.99,2.42,43.26,74.56,14.98,36.15,21.06,45.64,15.13,24.7,35.22,14.74,Census Tract,NA,NA,3408
Jefferson County,08059009843,8059009843,45.56,89.75,7.74,23.7,3.18,74.3,80.86,84.71,40.27,16.49,89.19,44.2,57.33,33.33,63.34,93.51,95.76,30.26,29.7,78.08,55.88,91.03,75.42,80.54,82.63,29.96,90.95,63.65,49.08,60.53,74.54,35.79,66.37,34.3,42.51,29.37,68.84,11.59,20.13,8.01,51.64,30.02,24.7,10.34,25.59,Census Tract,NA,NA,8439
Jefferson County,08059009845,8059009845,23.7,57.09,6.3,17.69,2.8,43.55,26.58,91.35,37.71,10.01,94.72,37.31,40.03,25.28,53.36,44.44,63.65,30.26,23.7,34.66,42.51,18.25,22.02,80.54,83.51,40.3,97.92,55.56,49.08,96.16,51.16,91.11,90.81,19.73,44.28,89.04,92.83,0.72,41.38,12.17,15.77,12.14,24.7,16.88,12.39,Census Tract,NA,NA,4210
Jefferson County,08059009846,8059009846,4.72,38.99,5.73,3.68,1.81,26.02,22.98,89.91,17.29,2.4,97.76,27.7,49.32,19.4,35.6,44.44,25.22,30.26,21.46,33.54,42.91,12.73,44.68,80.54,72.94,23.06,99.28,51.64,49.08,96.88,27.86,68.53,92.58,8.62,NA,35.15,89.13,1.29,26.33,3.84,4.32,3.24,50.53,13.41,5.67,Census Tract,NA,NA,4733
Jefferson County,08059009847,8059009847,20.98,39.39,5.74,19.14,2.92,25.22,26.18,89.11,46.68,8.57,98.16,21.54,58.69,16.99,28.56,44.44,26.42,30.26,26.58,NA,44.04,11.53,57.73,80.54,72.94,23.06,96.96,51.64,49.08,96.88,33.15,74.46,83.79,13.37,23.81,89.87,83.49,11.59,34.54,10.89,7.61,12.62,24.7,9.13,33.68,Census Tract,NA,NA,3262
Jefferson County,08059009848,8059009848,14.57,32.59,5.47,15.53,2.68,20.34,24.34,89.75,30.42,11.37,98.64,17.61,52.12,16.43,18.33,44.44,26.42,30.26,20.98,28.51,45.88,11.13,54.44,80.54,72.94,28.02,98.96,51.64,49.08,96.72,8.89,90.15,95.08,20.53,NA,69.87,98.63,1.93,53.22,5.44,24.5,11.49,24.7,33.28,16.19,Census Tract,NA,NA,2629
Jefferson County,08059009849,8059009849,59.09,90.23,7.75,37.23,3.92,75.74,61.89,92.71,29.78,44.12,90.63,40.91,47.56,33.01,75.12,94.4,92.07,30.26,36.67,42.55,46.04,82.07,72.62,80.54,81.91,26.08,93.19,67.89,49.08,92.87,7.61,37.63,31.53,43.56,68.37,46.53,37.52,41.63,17.07,26.02,18.49,50.97,70.2,46.61,45.51,Census Tract,NA,NA,5660
Jefferson County,08059009850,8059009850,23.3,69.1,6.7,14.89,2.62,51.72,42.03,89.35,41.47,4.24,97.2,35.71,62.69,26.33,23.4,94.56,89.27,30.26,21.22,39.34,43.63,45.8,29.78,80.54,81.91,35.45,98.32,51.64,49.08,96.16,33.39,86.55,83.79,32.53,32.19,90.54,92.11,1.69,37.28,2.4,2.48,6.88,60,37.16,14.17,Census Tract,NA,NA,2540
Jefferson County,08059009851,8059009851,28.5,83.91,7.34,14.17,2.59,75.82,75.66,67.97,22.74,13.85,71.74,54.44,28.42,53.14,59,87.11,70.78,30.26,65.41,81.28,64.29,84.31,71.26,80.54,72.94,23.06,55.88,51.64,49.08,60.53,15.69,75.66,74.52,28.58,4.28,25.19,81.56,14.98,34.54,24.18,46.84,5.18,70.53,37.48,2.67,Census Tract,NA,NA,3999
Jefferson County,08059009852,8059009852,49.8,92.23,7.88,26.82,3.34,80.14,83.51,80.14,57.17,11.85,71.82,53.96,60.69,56.44,28.23,95.52,84.87,30.26,65.65,83.36,57.65,81.02,90.71,80.54,72.94,35.56,69.26,67.81,49.08,60.53,28.34,91.35,80.08,50.24,24.84,26.61,86.55,19.16,49.44,13.85,26.98,6.55,24.7,34.41,11.42,Census Tract,NA,NA,4038
Jefferson County,08059009900,8059009900,80.3,93.84,8.05,61.33,5.32,79.9,81.02,88.23,68.05,55.96,87.51,45.08,74.14,47.02,34.45,94.08,95.68,30.26,46.36,63.34,47.24,91.91,88.07,80.54,72.94,42.13,86.47,67.41,49.08,76.86,20.5,46.68,52.82,63.53,NA,97.41,50.32,56.2,37.28,26.58,37.07,69.58,57,41.92,70.28,Census Tract,NA,NA,2534
Jefferson County,08059010000,8059010000,65.41,92.95,7.95,42.27,4.23,78.38,77.66,88.47,6.24,70.94,89.99,42.27,69.82,32.45,60.39,80.14,87.83,30.26,47.88,65.77,46.92,97.04,94.56,80.54,72.94,29.31,76.22,66.05,49.08,90.55,2.8,20.58,10,61.03,42.51,33.47,4.75,88.49,6.84,39.31,53,78.07,68.74,46.04,84.21,Census Tract,NA,NA,5469
Jefferson County,08059010100,8059010100,79.58,91.11,7.8,63.25,5.45,91.59,47.24,86.23,54.28,67.25,84.15,47.48,65.81,66.99,94.76,74.94,63.57,30.26,59.33,17.5,48.92,75.98,90.95,80.54,72.94,23.06,81.27,51.64,49.08,92.87,20.58,13.29,31.53,84.54,55.63,79.67,37.52,81.48,43.16,43.88,77.42,71.28,24.7,86.27,62.91,Census Tract,NA,NA,5553
Jefferson County,08059010205,8059010205,42.35,57.33,6.31,33.71,3.71,43.15,76.54,53.48,41.63,29.78,57.09,64.05,45.48,46.62,23.32,44.44,22.5,30.26,68.94,80.16,68.45,50.92,42.83,80.54,72.94,NA,47.72,51.64,49.08,41.95,19.3,97.2,93.79,45.01,20.47,9.87,97.5,13.61,63.2,13.45,43.96,16.67,38.22,80.61,24.7,Census Tract,NA,NA,2423
Jefferson County,08059010206,8059010206,52.52,60.21,6.42,44.52,4.33,50.36,62.93,63.33,71.58,26.58,46.12,69.18,33.39,59.98,28.31,44.44,35.55,30.26,78.22,67.94,69.58,50.12,66.53,80.54,72.94,23.06,66.69,51.64,49.08,41.95,64.77,75.74,74.52,61.19,22.6,74.48,70.61,23.43,34.54,27.46,19.38,11.97,29.15,64.7,39.35,Census Tract,NA,NA,3878
Jefferson County,08059010208,8059010208,70.46,65.25,6.56,64.93,5.58,66.93,72.3,28.5,77.1,55.48,37.79,74.86,40.91,73.91,72.5,44.44,31.95,30.26,81.1,69.58,79.5,66.45,74.3,80.54,72.94,23.06,21.78,51.64,49.08,41.95,89.99,64.21,55.81,62.16,45.02,26.78,63.61,48.71,50.81,42.91,63.65,38.03,44.45,45.88,52.63,Census Tract,NA,NA,5743
Jefferson County,08059010209,8059010209,77.42,66.37,6.6,74.54,6.26,66.37,66.45,41.47,83.35,66.77,34.75,77.9,30.02,84.94,67.84,68.05,26.18,30.26,81.99,59.36,80.7,67.97,61.57,80.54,72.94,23.06,33.31,51.64,49.08,41.95,82.31,65.25,45.24,58.29,NA,61.42,43.72,62.96,49.44,60.37,59.49,53.07,52.06,64.38,48.02,Census Tract,NA,NA,6694
Jefferson County,08059010210,8059010210,66.61,74.7,6.89,53.48,4.92,54.6,86.15,59.73,73.5,40.51,46.6,67.97,63.25,65.86,29.54,44.44,22.5,30.26,73.34,83.28,71.58,47.16,78.94,80.54,72.94,NA,59.41,51.64,49.08,41.95,31.06,79.5,74.52,39.86,54.79,69.71,92.11,19.16,54.51,35.23,47.08,16.99,65.43,71.16,20.81,Census Tract,NA,NA,3662
Jefferson County,08059010211,8059010211,83.43,82.79,7.3,73.18,6.15,73.1,89.51,42.91,85.11,62.93,41.87,71.02,56.53,69.57,84.45,44.44,31.63,30.26,82.87,85.7,76.46,55.96,81.75,80.54,72.94,NA,35.07,51.64,49.08,41.95,68.45,93.03,74.52,63.61,59.91,22.93,98.39,26.49,73.35,43.15,66.21,58.25,71.09,76.74,24.45,Census Tract,NA,NA,3457
Jefferson County,08059010212,8059010212,86.31,87.03,7.55,73.66,6.19,90.39,89.43,18.65,80.38,68.13,36.51,73.5,70.94,73.03,78.48,84.47,54.6,30.26,83.51,91.33,80.86,62.21,84.39,80.54,72.94,57.54,9.77,76.94,49.08,41.95,23.3,76.54,52.82,76.33,74.14,41.76,61.11,66.34,53.22,67.73,61.97,56.31,24.7,95.15,60.49,Census Tract,NA,NA,4130
Jefferson County,08059010213,8059010213,86.79,88.15,7.63,73.5,6.17,86.15,89.91,36.51,78.3,69.1,30.9,77.18,58.53,87.52,52.78,84.55,64.85,30.26,85.43,83.71,85.83,72.06,76.54,80.54,72.94,57.54,22.66,66.53,49.08,41.95,24.98,58.93,42.82,70.69,77.02,66.78,63.61,48.71,57.89,50.36,73.26,47.98,75.14,42.41,63.97,Census Tract,NA,NA,4809
Jefferson County,08059010303,8059010303,62.29,73.34,6.85,49.32,4.66,54.84,80.38,67.17,75.98,31.87,56.69,63.25,54.2,60.06,27.41,55.88,22.5,30.26,71.9,94.89,64.61,56.77,69.66,80.54,72.94,40.41,44.68,89.19,49.08,41.95,33.31,76.78,69.27,81.96,66.6,32.3,85.51,28.1,44.69,20.02,60.05,18.28,24.7,79.48,22.11,Census Tract,NA,NA,5562
Jefferson County,08059010304,8059010304,68.45,81.91,7.25,52.36,4.85,67.33,79.34,73.18,69.5,41.79,48.76,66.13,88.39,65.7,29.05,76.38,22.5,30.26,77.42,96.62,68.61,36.03,82.63,80.54,72.94,45.15,51.72,98.4,49.08,41.95,52.28,78.06,71.77,71.42,40.19,21.09,94.36,23.43,47.34,33.23,24.9,27.18,24.7,84.89,64.86,Census Tract,NA,NA,2769
Jefferson County,08059010305,8059010305,84.79,90.55,7.77,69.26,5.84,79.66,86.39,70.06,73.58,63.89,42.83,69.1,80.94,70.77,53.52,68.13,37.79,30.26,83.99,94.97,75.1,45.72,87.27,80.54,72.94,57.54,47.64,96.08,49.08,41.95,41.87,38.67,31.53,91.14,74.14,57.57,52.98,66.34,39.05,52.84,68.78,52.83,24.7,79.89,64.37,Census Tract,NA,NA,3640
